,LABID,FIELDID,Animal_ID,SOURCE,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE,Restrict_Description,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
2086,51018,RWB2005OCT15.01,210366,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,15,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.966666,1,Minute,-159.733333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2087,51021,RWB2005OCT16.01,210369,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,16,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.9,1,Minute,-159.666666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2088,51022,RWB2005OCT16.02,210370,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,16,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.9,1,Minute,-159.666666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2089,51039,RWB2005OCT26.01,210387,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,26,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.066666,1,Minute,-159.816666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2090,51040,RWB2005OCT26.02,210388,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,26,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.066666,1,Minute,-159.816666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,Same individual as Z51088 confirmed by photot-id data per Annie Gorgone.,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2091,51041,RWB2005OCT26.03,210389,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,10,26,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.066666,1,Minute,-159.8,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2092,51066,RWB2005NOV05.01,210414,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,5,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.016666,1,Minute,-159.8,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2093,51067,RWB2005NOV05.02,210415,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,5,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.016666,1,Minute,-159.8,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2094,51068,RWB2005NOV06.01,210416,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2095,51069,RWB2005NOV06.02,210417,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2096,51070,RWB2005NOV06.03,210418,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2097,51071,RWB2005NOV06.04,210419,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.833333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2098,51072,RWB2005NOV06.05,210420,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.116666,1,Minute,-159.833333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2099,51073,RWB2005NOV06.06,210421,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.116666,1,Minute,-159.833333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2100,51074,RWB2005NOV06.07,210422,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2101,51075,RWB2005NOV06.08,210423,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2102,51076,RWB2005NOV06.09,210424,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.85,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2103,51077,RWB2005NOV06.10,210425,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.95,1,Minute,-159.716666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2104,51087,RWB2005NOV10.01,210435,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,10,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.933333,1,Minute,-159.7,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2106,51092,RWB2005NOV14.01,210440,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2005,11,14,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,21.95,1,Minute,-159.716666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/5/05 0:00,,NA,NA,NA,,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
2123,55189,RWB2006APR16.04,212784,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,16,,,,,HAWAII,UNITED STATES OF AMERICA,19.266666,1,Minute,-156.183333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2124,55190,RWB2006APR16.05,212785,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,16,,,,,HAWAII,UNITED STATES OF AMERICA,19.266666,1,Minute,-156.183333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2125,55202,RWB2006APR23.01,212797,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,23,,,,,HAWAII,UNITED STATES OF AMERICA,19.65,1,Minute,-156.05,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2126,55203,RWB2006APR23.02,212798,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,23,,,,,HAWAII,UNITED STATES OF AMERICA,19.65,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2127,55204,RWB2006APR23.03,212799,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,23,,,,,HAWAII,UNITED STATES OF AMERICA,19.65,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2128,55205,RWB2006APR23.04,212800,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,4,23,,,,,HAWAII,UNITED STATES OF AMERICA,19.65,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2129,55249,RWB2006MAR24.01,212844,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,3,24,,,,,HAWAII,UNITED STATES OF AMERICA,19.883333,1,Minute,-156.1,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,"Same individual as Z55251, confirmed genetically",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2130,55250,RWB2006MAR24.02,212845,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,3,24,,,,,HAWAII,UNITED STATES OF AMERICA,19.883333,1,Minute,-156.1,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,"Same individual as Z78743 & Z104020, confirmed genetically",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2132,55252,RWB2006MAR24.04,212847,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,3,24,,,,,HAWAII,UNITED STATES OF AMERICA,19.883333,1,Minute,-156.116666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,"Same individual as Z123253, confirmed genetically",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2133,55253,RWB2006MAR24.05,212848,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,SJC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,3,24,,,,,HAWAII,UNITED STATES OF AMERICA,19.883333,1,Minute,-156.116666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/15/06 0:00,,NA,NA,NA,,5/31/12 16:13,Dan Prosperi,9/17/21 8:04
2158,61428,RWB2006NOV22.01,214867,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,11,22,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.1,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/8/07 0:00,,NA,NA,NA,,5/31/12 16:14,Dan Prosperi,9/17/21 8:04
2159,61429,RWB2006NOV22.02,214868,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,11,22,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.1,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/8/07 0:00,,NA,NA,NA,two tries,5/31/12 16:14,Dan Prosperi,9/17/21 8:04
2160,61430,RWB2006NOV22.03,214869,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,11,22,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.1,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/8/07 0:00,,NA,NA,NA,,5/31/12 16:14,Dan Prosperi,9/17/21 8:04
2161,61442,RWB2006DEC07.03,214881,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,12,7,,,,,HAWAII,UNITED STATES OF AMERICA,19.533333,1,Minute,-156.016666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/8/07 0:00,,NA,NA,NA,,5/31/12 16:14,Dan Prosperi,9/17/21 8:04
2162,61443,RWB2006DEC07.04,214882,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2006,12,7,,,,,HAWAII,UNITED STATES OF AMERICA,19.533333,1,Minute,-156,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/8/07 0:00,,NA,NA,NA,,5/31/12 16:14,Dan Prosperi,9/17/21 8:04
2267,71009,RWB2007AUG09.02,218650,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,9,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.7,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,"Same individual as Z78818, confirmed genetically",5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2268,71010,RWB2007AUG09.03,218651,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,9,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.683333,1,Minute,-156.05,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,,5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2269,71011,RWB2007AUG09.04,218652,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,9,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.683333,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,,5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2270,71012,RWB2007AUG09.05,218653,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,9,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.683333,1,Minute,-156.05,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,,5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2271,71013,RWB2007AUG11.01,218654,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,11,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.833333,1,Minute,-156.116666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,,5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2272,71019,RWB2007AUG21.01,218660,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2007,8,21,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.666666,1,Minute,-156.033333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/07 0:00,,NA,NA,NA,,5/31/12 16:17,Dan Prosperi,9/17/21 8:04
2298,75651,RWB2008JUL04.01,220256,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,7,4,,,,,HAWAII,UNITED STATES OF AMERICA,19.633333,1,Minute,-156.033333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/16/08 0:00,,NA,NA,NA,,5/31/12 16:18,Dan Prosperi,9/17/21 8:04
2299,75652,RWB2008JUL07.02,220257,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,7,7,,,,,HAWAII,UNITED STATES OF AMERICA,19.6,1,Minute,-156.016666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/16/08 0:00,,NA,NA,NA,,5/31/12 16:18,Dan Prosperi,9/17/21 8:04
2300,75653,RWB2008JUL07.03,220258,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,7,7,,,,,HAWAII,UNITED STATES OF AMERICA,19.583333,1,Minute,-156.016666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/16/08 0:00,,NA,NA,NA,,5/31/12 16:18,Dan Prosperi,9/17/21 8:04
2301,75667,RWB2008JUL19.01,220272,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,7,19,,,,,HAWAII,UNITED STATES OF AMERICA,19.75,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/16/08 0:00,,NA,NA,NA,"Same individual as Z78817, confirmed genetically",5/31/12 16:18,Dan Prosperi,9/17/21 8:04
2356,78742,RWB2008DEC03.01,221871,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,12,3,,,,,HAWAII,UNITED STATES OF AMERICA,19.966666,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/25/09 0:00,,NA,NA,NA,,5/31/12 16:19,Dan Prosperi,9/17/21 8:04
2358,78758,RWB2008DEC15.01,221887,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,12,15,,,,,HAWAII,UNITED STATES OF AMERICA,20.066666,1,Minute,-156,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/25/09 0:00,,NA,NA,NA,,5/31/12 16:19,Dan Prosperi,9/17/21 8:04
2393,79982,RWB2008MAY08.01,222295,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2008,5,8,,,,,HAWAII,UNITED STATES OF AMERICA,19.816666,1,Minute,-156.083333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,8/13/09 0:00,,NA,NA,NA,,5/31/12 16:19,Dan Prosperi,9/17/21 8:04
